Date,Close,High,Low,Open,Volume,rsi,stoch_k,macd,macd_signal,sma_20,ema_20,bb_upper,bb_lower,atr,adx,target
2020-02-20,77.62828826904297,78.68256095291854,77.12175425598554,78.19299399872004,100566000,53.04138837696346,73.08984465809344,0.8436146985309705,0.950529715504665,77.42134666442871,77.34410021056081,80.04291487160492,74.7997784572525,1.6288128151468935,13.975306606464185,0
2020-02-21,75.87117004394531,77.66464882542346,75.25315194781216,77.22112369135226,129554000,46.13956185269663,44.896788475604225,0.6258960272289045,0.8856029778495129,77.35561561584473,77.20382114707363,80.06206158798001,74.64916964370944,1.6847188196086367,14.026640085809928,0
2020-02-24,72.26727294921875,73.72144039286337,70.09814428354905,72.04430474977563,222195200,35.838996195743164,23.55877661961283,0.1606956358633056,0.7406215094522715,77.12081260681153,76.73367369965888,80.62106818272679,73.62055703089626,1.9767407439506102,15.870756530786688,0
2020-02-25,69.81941986083984,73.32154259168735,69.34681990026353,72.93861510277681,230673600,30.8080520170587,4.745632078709644,-0.4008792263691845,0.5123213622879803,76.87677268981933,76.07517333405707,81.5139894113856,72.23955596825307,2.1194537401986966,17.77319226866531,1
2020-02-26,70.92699432373047,72.1945458948115,69.43647462004233,69.44374515923005,198054800,35.23788118362465,15.867386922369995,-0.7479375888977415,0.26026957205083595,76.58245124816895,75.58487057116882,81.89624917123308,71.26865332510482,2.1650692783823016,19.5397397395526,0
2020-02-27,66.2906265258789,69.31529668003056,66.15490485834736,68.12772839099156,320605600,27.34551597556053,1.032061124447609,-1.38117860792795,-0.06802006394492124,75.97591705322266,74.6997044716174,82.85145078211765,69.10038332432767,2.3512850060252157,21.93178306055944,0
2020-02-28,66.2518539428711,67.4757824380709,62.134139530313654,62.34984454807426,426510000,27.290468182794513,23.980198477937776,-1.8646606538704447,-0.42734818193002594,75.37312660217285,73.89514727840346,83.35082123296212,67.39543197138357,2.564881999006075,24.805641096794265,1
2020-03-02,72.41993713378906,73.0573481636442,67.30854119181632,68.4137074821739,341397200,45.93591567152087,59.90106241536156,-1.7301666102037814,-0.6879118675847771,75.25234260559083,73.75465107415447,83.33143530425566,67.17324990692599,2.8677828719894345,24.8645428578571,0
2020-03-03,70.11994171142578,73.6778022281249,69.26682558358837,73.59782628927844,319475600,41.64718702873459,46.50665445000574,-1.7885522038705233,-0.9080399348419264,75.0268341064453,73.40848827770411,83.4089099846018,66.64475822828881,2.9780109985999417,24.683568296346944,1
2020-03-04,73.37242889404297,73.53238817702517,71.04334126232827,71.84555625982283,219178400,48.91117930532047,66.38506286441567,-1.5544558743251855,-1.0373231227385782,74.84076042175293,73.40505405068876,83.19621129304653,66.48530955045933,3.0090421033856165,24.515520489230372,0
2020-03-05,70.99243927001953,72.59928766176252,70.62647152568951,71.62257241363193,187572800,44.541747349133175,52.506784294159566,-1.5431891944117524,-1.138496337073213,74.50425491333007,73.17528121443455,82.91029970168323,66.09821012497692,2.990250336597605,24.47073092133518,0
2020-03-06,70.04965209960938,70.4834806861114,68.15923783954538,68.34585328692468,226176800,42.90657338995902,47.83243287775628,-1.5919839152597461,-1.2291938527105197,74.07515373229981,72.87760225111786,82.4707867895346,65.67952067506502,2.979032557588787,25.045276475040755,0
2020-03-09,64.50927734375,67.39821841408887,63.74098916297546,63.922760044618926,286744800,34.81741412287526,14.352654871309632,-2.05403834755667,-1.39416275167975,73.4224754333496,72.08061892660663,82.62307873228507,64.22187213441414,3.216863298949153,26.44337970905936,1
2020-03-10,69.15533447265625,69.42193323548972,65.28482634158217,67.16797734192903,285290000,44.300709998027344,42.428185523192894,-2.022013321579621,-1.5197328656597242,72.98368034362792,71.80202040718278,82.11915242151412,63.84820826574173,3.3379913412913362,26.901979320151952,0
2020-03-11,66.7535400390625,68.15681338440555,65.88830882534532,67.22857329146201,255598800,40.981381169460555,29.744037500453306,-2.1654757395585875,-1.648881440439497,72.44830474853515,71.32121275307608,81.7253678793662,63.171241617704105,3.332922363149879,27.3278218161665,0
2020-03-12,60.16131591796875,65.43751995097615,60.105573880896614,62.02992228152743,418474000,33.550792967048196,0.4093903022855375,-2.779072712141513,-1.8749196947799003,71.4913402557373,70.25836543544682,81.65027667681507,61.33240383465953,3.5697112056510223,28.740877481484965,1
2020-03-13,67.36914825439453,67.84175558934598,61.30526952735632,64.19906676832508,370732000,45.2416056693238,53.5179204745791,-2.653156960551243,-2.030567147934169,70.92300300598144,69.98320189439423,80.6602379344879,61.18576807747499,3.8633346674886084,29.141229680191934,0
2020-03-16,58.702301025390625,62.79092911047991,58.166681208746034,58.6392847539395,322423600,36.8470333274304,3.453134147914985,-3.2156420399887935,-2.267582126345094,69.9203540802002,68.90883038306055,80.33153676109092,59.50917139930948,4.2447012659286,30.0228542803327,1
2020-03-17,61.283447265625,62.43465915638621,57.77890302465822,59.986813491504265,324056000,40.39422809945532,22.042684818095015,-3.4137865811819808,-2.4968230173124715,69.11886558532714,68.18260341949525,79.59796557232487,58.63976559832942,4.274062327771413,30.901108545565613,0
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600,39.02230957052355,14.27931276307595,-3.649799336558573,-2.727418281161692,68.18638134002686,67.38266380404575,78.50209211742977,57.87067056262395,4.241255021142323,31.766632860198314,0
2020-03-19,59.325172424316406,61.278603044823406,58.79924908019055,59.95773528488038,271857200,38.59132814151281,11.453340876081198,-3.8296572605049732,-2.947866077030348,67.27122554779052,66.61528367264296,77.31802263666938,57.22442845891166,4.115404945677361,32.28244065121327,0
2020-03-20,55.55887985229492,61.033818180361195,55.258350649014375,59.90683644166283,401693200,35.153488517517886,1.6315860545021699,-4.227373762099951,-3.203767614044269,66.255611038208,65.56229283260981,76.71774464888117,55.79347742753484,4.233980844653751,33.349933491879234,0
2020-03-23,54.37858581542969,55.37953883867535,51.52841919602518,55.277747569925765,336752800,34.12745709924775,12.952965993842156,-4.584954320283572,-3.4800049552921295,65.36117668151856,64.49717787859265,76.64128830578515,54.081065057251955,4.219443688340608,34.84193625716866,1
2020-03-24,59.834129333496094,60.030441297697976,56.78522524370463,57.28448868306697,287531200,42.4837774422118,39.417977246531436,-4.377659783854796,-3.6595359210046627,64.86191215515137,64.05307801715489,76.19232794694928,53.53149636335346,4.321758816478299,34.55956860693852,0
2020-03-25,59.50453186035156,62.589789367560115,59.2088508557747,60.77208009260678,303602000,42.136005495840074,42.07906510088613,-4.191654349651699,-3.76595960673407,64.29078903198243,63.61988314507838,75.49154150268944,53.09003656127541,4.254557366143094,33.52767391025555,1
2020-03-26,62.63584518432617,62.694009520435365,59.70812069365695,59.746899383156,252087200,46.60774997745913,62.07515172147471,-3.7483640793504307,-3.7624405012573425,64.10804996490478,63.52616524405436,75.29157264207961,52.924527287729944,4.178480244281716,32.538622210312056,0
2020-03-27,60.04256057739258,62.01295447288908,59.87533077006206,61.25678876823437,204216800,43.60245017398306,47.5822768104089,-3.5652121942902895,-3.722994839863932,63.79758529663086,63.194393371038956,75.07021089684947,52.52495969641223,4.07719697070903,31.62021706036452,1
2020-03-30,61.75605392456055,61.92813199578418,60.44487900563897,60.76964580920623,167976400,46.0765883509387,61.50705000535924,-3.2443990008731802,-3.6272756720657817,63.264391136169436,63.05740866185054,73.84264636562878,52.686135906710085,3.9206522884006425,30.76741227827038,0
2020-03-31,61.63002395629883,63.6173849288287,61.075018471181984,61.94752021431129,197002000,45.91703217772475,61.92237146785967,-2.9661300975060243,-3.4950465571538305,62.839895248413086,62.9214672613218,72.95489466227585,52.72489583455032,3.822203300489648,29.3952232742694,0
2020-04-01,58.38724136352539,60.28008186649483,57.95583869541803,59.74203967177421,176218400,41.896870067927814,42.0442636756294,-2.9729946097045072,-3.390636167663966,62.09063587188721,62.48963622343643,71.13751527937643,53.04375646439799,3.81163058337473,28.872379321129113,1
2020-04-02,59.36153030395508,59.41485006682693,57.41537005354861,58.24909322048442,165934000,43.49750397497446,64.79554397837921,-2.8667714532479067,-3.2858632247807544,61.509090423583984,62.19172137396201,69.64139816937592,53.37678267779204,3.6821912569392725,28.50772493842624,0
2020-04-03,58.5084228515625,59.54815085540586,57.91706088463897,58.845304798537626,129880000,42.39616822256753,57.738633807166934,-2.8189325781152377,-3.1924770954476513,60.93202896118164,61.84093103849539,68.14417094355176,53.71988697881153,3.5356840222126737,28.118429394879566,1
2020-04-06,63.612545013427734,63.76765233671357,60.440037765372786,60.80842412991893,201820400,50.47553304381016,98.7327039079745,-2.3421609498925307,-3.0224138663366276,60.88719234466553,62.00965617896514,68.02053957778796,53.75384511154311,3.658794412422559,26.319837004584304,0
2020-04-07,62.87574768066406,65.84952355031784,62.77153416738403,65.63139261109465,202887200,49.398446002873584,79.23501012153152,-2.000706487660537,-2.81807239060141,60.57321300506592,62.09214108388885,66.70581002921877,54.440615980913066,3.6173083388876486,24.817680287110484,1
2020-04-08,64.48505401611328,64.8001206555024,63.31202655456122,63.677986981114906,168895200,51.81691141836147,90.47231623729095,-1.5820073980394014,-2.5708593920890084,60.459788703918456,62.32003755362451,66.20247949674354,54.717097911093376,3.4963843843126976,23.422820478027653,1
2020-04-09,64.95038604736328,65.45450156620154,64.15302289668575,65.12246785230607,161834800,52.523495218716796,93.72159101204336,-1.1988177225038754,-2.2964510581719817,60.699242210388185,62.57054693398058,66.76260937017288,54.635875050603495,3.3396054046843466,22.319128655942055,1
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800,54.492392719891,98.85783853388298,-0.783241234088571,-1.9938090933552997,60.64204502105713,62.918609556246565,66.46965668342112,54.81443335869314,3.2373042362093694,21.55312305791727,1
2020-04-14,69.56977844238281,69.86061483646596,67.38852767558943,67.86113496690535,194994800,59.26533003166278,97.66307212789938,-0.1819176712976187,-1.6314308089437635,61.185418891906735,63.552054212069066,68.11134124838306,54.259496535430415,3.2657403885295944,21.759246609401597,0
2020-04-15,68.9347915649414,69.39527634714266,68.0138220005389,68.44279864460466,131154400,58.0211122428991,92.56082714584001,0.2406236901962302,-1.2570199091157648,61.56798610687256,64.06469586472357,69.27458089606293,53.86139131768219,3.143612963766332,21.950647050065616,1
2020-04-16,69.48252868652344,69.84849644250897,68.43068203167357,69.64975849579653,157125200,58.82413987074853,96.96200310610612,0.6126265934848902,-0.8830906085956338,62.05295066833496,64.58067994299023,70.43995084967821,53.6659504869917,3.0203416385569803,22.242778857439532,0
2020-04-17,68.53974151611328,69.54554637079254,67.1001154570163,68.99780771504257,215250000,56.8097272401322,89.38652197371209,0.8218922665873407,-0.542094033559039,62.513679122924806,64.9577334261448,71.25554536974148,53.77181287610813,2.979276586786927,21.9486002192351,0
2020-04-20,67.1170883178711,68.26830406893325,67.09770267537306,67.36430148645341,130015200,53.81494130299003,77.95522252514716,0.8629925557213625,-0.2610767157029587,63.091589546203615,65.16338627297587,71.437171150392,54.74600794201522,2.8694738906407338,21.674399600468274,0
2020-04-21,65.04248046875,67.19464932019156,64.3299378788463,66.95955863717874,180991600,49.70037205062906,61.28533868349905,0.7198631811161817,-0.06488873633913061,63.624784278869626,65.15187143447817,70.97933756892301,56.27023098881624,2.8691337156910572,20.309818938893617,1
2020-04-22,66.91593933105469,67.35218660120425,65.9707319815453,66.3124548186049,116862400,53.18158835684927,76.33895068537983,0.7489709230068939,0.09788319553007431,63.97887477874756,65.31987790081878,71.25077006817159,56.70697948932352,2.829174602602714,19.09838401538594,0
2020-04-23,66.65660095214844,68.28526852206619,66.61782227235553,66.86018347385354,124814400,52.63849187643529,73.17369773485717,0.7425528908659942,0.2268171345972583,64.3364782333374,65.44718485808828,71.39332134899982,57.27963511767498,2.7461940059675674,18.308664173980215,1
2020-04-24,68.5809555053711,68.59065202523993,67.13405870953471,67.18253391260136,126161200,56.21184027126216,86.41633817718589,0.8825721418290158,0.35796813604360983,64.63373374938965,65.74563920544854,71.87737084002735,57.390096658751936,2.6881837964764195,17.685864959296797,1
2020-04-27,68.6294174194336,68.96145104694212,67.84901413734978,68.29737639564895,117087600,56.30125703287939,82.63248121294394,0.9860819396673861,0.4835908967683651,65.0630765914917,66.0202847496376,72.18419030886507,57.941962874118325,2.5756304474132707,17.246568211244135,0
2020-04-28,67.51698303222656,69.27410181526112,67.42489198474726,69.09233090667134,112004800,53.595735444987234,64.21164832250349,0.967200753926889,0.5803128682000699,65.351123046875,66.1628274432175,72.37931122833288,58.32293486541712,2.523743260491884,16.6328554465309,1
2020-04-29,69.7345962524414,70.2047776093199,68.80393005840862,69.00751259495229,137280800,57.93530575181753,92.23066070577997,1.11828919002852,0.6879081325657599,65.75635166168213,66.50299590123882,72.8141303471721,58.69857297619217,2.5354612116777027,16.438354176325543,1
2020-04-30,71.20572662353516,71.3826529846121,69.88486235394257,70.2750603851693,183064000,60.56963284639403,97.49137235201384,1.3412744138417878,0.8185813888209655,66.39727592468262,66.95087501764799,72.97355789152677,59.82099395783847,2.472075177427201,16.704874183853548,0
2020-05-01,70.0593490600586,72.46599383609758,69.27894575366496,69.37588874776901,240616800,57.54534344126253,70.42000708102238,1.4092438358245118,0.9367138782216748,66.93216686248779,67.24692016454424,72.83850785229748,61.0258258726781,2.5231446706418743,17.335441107878204,1
2020-05-04,71.05061340332031,71.17906454911665,69.39286360998993,70.08359453961356,133568000,59.43160835834678,82.60360498730584,1.525511691417904,1.0544734408609209,67.55927639007568,67.6091766634753,72.30398145985178,62.81457132029958,2.4705058326765057,17.92096753732967,1
2020-05-05,72.11700439453125,72.95072758723038,71.36568312949365,71.51110134148117,147751200,61.417603673448525,90.32892320887616,1.6842882192709538,1.1804363965429276,67.98449935913087,68.03849359024252,72.76238666484944,63.206612053412286,2.429763572050331,19.065831042035533,1
2020-05-06,72.8610610961914,73.49362038525668,72.43450294504117,72.81985643084153,142333600,62.78648369909951,93.09710600926245,1.8488465666469835,1.3141184305637388,68.48376502990723,68.49778573366623,73.10625833965995,63.86127172015453,2.354538744812838,20.298554980386566,1
2020-05-07,73.61478424072266,73.9613663577404,73.18580760432597,73.48875908671029,115215200,64.17316031193407,96.40155021887739,2.01683063305353,1.454660871061697,68.9402515411377,68.98511892481446,73.6943506495862,64.1861524326892,2.264950638865421,21.590067184534114,1
2020-05-08,75.366943359375,75.42040745275091,73.94772346356687,74.27579824490549,133838400,67.23015861119703,99.51792759522368,2.265231633201253,1.6167750234896083,69.46107940673828,69.59291172810593,74.61792726994345,64.3042315435331,2.2321415369484803,23.219971222198218,1
2020-05-11,76.55287170410156,77.04862158939132,74.66462279176794,74.8736214980084,145946400,69.14894365662259,95.52487068530962,2.528637166421092,1.7991474520759052,69.97746276855469,70.25576505915313,75.76460360427524,64.19032193283414,2.2429884841395444,25.151234280765753,0
2020-05-12,75.6780014038086,77.6901839023614,75.55649278090975,77.23816796870288,162301200,66.07524913745064,81.82697995430505,2.636402421582261,1.9665984459771766,70.28287391662597,70.77216852054889,76.57444621768416,63.99130161556779,2.2351815296618374,27.09639862419713,0
2020-05-13,74.76424407958984,76.78129139682004,73.68524706080568,75.85782153784702,200622400,62.92896719586395,72.28206591600629,2.6178970951004032,2.096858175801822,70.5743465423584,71.1523661928385,77.12393640397208,64.02475668074472,2.296671730115589,27.614392304197427,1
2020-05-14,75.22357177734375,75.28432609802991,73.27700096934342,74.0011951417901,158929200,63.86054027719728,75.97133968703602,2.610206560553948,2.1995278527522473,70.86139869689941,71.54010005802948,77.69163862011638,64.03115877368245,2.276004115727796,27.835758227296708,0
2020-05-15,74.77883911132812,74.82501298410193,72.95620965856679,72.9902356348415,166348400,62.229957582626824,71.63894787991642,2.5389580195541583,2.2674138861126294,71.17335357666016,71.84855139643888,78.1198752593285,64.22683189399183,2.275386830231308,27.832337207827397,1
2020-05-18,76.54072570800781,76.91497442156756,75.41312930756065,76.10573008655975,135178400,65.94030518151666,87.06476075814773,2.5947518766876954,2.332881484227643,71.644535446167,72.29542514039782,78.70408169366159,64.5849891986724,2.2654402930890316,28.529223788152386,0
2020-05-19,76.0984115600586,77.4058379005977,76.06681813662406,76.5577102236088,101729600,64.23433314661159,81.07564767323234,2.573610871167446,2.3810273616156037,72.19733200073242,72.65761432322266,78.82038519394841,65.57427880751642,2.1992673981522177,29.324290724922836,1
2020-05-20,77.57841491699219,77.6488845938643,76.91983269792289,76.95871635566236,111504800,67.28429104071097,98.67119461613946,2.645781452339534,2.43397817976039,72.7304557800293,73.12626199881976,79.2833588548526,66.17755270520601,2.152924943556038,30.137517660956526,0
2020-05-21,77.00003814697266,77.98183018131287,76.76187850714905,77.43989889613772,102688800,64.95319140814533,88.56914826495833,2.6260356815487,2.472389680118052,73.24762763977051,73.4951930605486,79.42324064590878,67.07201463363225,2.0862839957423085,30.99858788460339,1
2020-05-22,77.49577331542969,77.57839828930445,76.63549018604292,76.73755327647146,81803200,66.03923726306033,92.65347547331893,2.620184841158732,2.501948712326188,73.69336853027343,73.87620070387061,79.74293370556056,67.6438033549863,2.0046142891365384,31.69534811115549,0
2020-05-26,76.97087097167969,78.79592582486933,76.91497432363046,78.61609539871866,125522000,63.78534045154106,71.31058746343015,2.5438686414525336,2.510332698151457,74.11044120788574,74.17093120556672,79.84813452632768,68.3727478894438,1.9957812328581335,32.74449456997213,1
2020-05-27,77.30622863769531,77.45204049887009,76.08628447900834,76.82749168318873,112945200,64.61624345469862,74.49024670462315,2.4818389695534506,2.5046339524318557,74.59990348815919,74.46953096100754,79.63087800983224,69.56892896648613,1.9507794319298204,33.03781589524077,1
2020-05-28,77.34022521972656,78.6014851025523,76.70352133146933,76.98055708772252,133560800,64.70465217185296,75.07240825260084,2.407669136637267,2.485240989272938,74.98018493652344,74.74293041421888,79.6169810779079,70.34338879513899,1.9470068847264739,33.710052425234515,0
2020-05-29,77.26490783691406,78.0449911609041,76.90767216991519,77.58325985255884,153532400,64.3212186640634,73.78266435636301,2.3161128194940943,2.4514153553171694,75.28314399719238,74.98311874018985,79.67944088457482,70.88684710980995,1.8891720351737913,34.33427206022871,1
2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200,66.97976387888332,90.0541841396729,2.2937864875959377,2.419889581772923,75.69093246459961,75.29092823238159,79.55408514935417,71.82777977984506,1.8434534944167342,35.018410141085205,1
2020-06-02,78.57719421386719,78.60149742135009,77.50548728566115,77.9477804464378,87642800,67.95947490364182,96.25441366030238,2.2790378703201952,2.3917192394823776,76.06726150512695,75.60390594490403,79.49027825321801,72.64424475703589,1.7900646830790348,35.750881195542924,1
2020-06-03,79.0097885131836,79.27225136733202,78.32447790282927,78.89800262449812,104491200,69.13765769292053,95.84450410160868,2.2760196912568063,2.3685793298372637,76.41190071105957,75.9282757133116,79.55080588951182,73.27299553260733,1.7299010246092998,36.67363176780562,0
2020-06-04,78.3293228149414,79.13127678381436,77.95507416852828,78.83237030887165,87560400,65.08355763690324,85.07089414748415,2.1934353107489954,2.3335505260196103,76.68531379699706,76.15694686584777,79.47230428278174,73.8983233112124,1.6903511382290692,37.15347858669433,1
